date time,temperature
02.01.2015 00:00:00,-1.3717145
02.01.2015 01:00:00,-1.0995044
02.01.2015 02:00:00,-1.1232314
02.01.2015 03:00:00,-0.95790184
02.01.2015 04:00:00,-0.3280577
02.01.2015 05:00:00,0.2600961
02.01.2015 06:00:00,-0.3840861
02.01.2015 07:00:00,-0.6963732
02.01.2015 08:00:00,1.6965837
02.01.2015 09:00:00,1.817944
02.01.2015 10:00:00,1.5849732
02.01.2015 11:00:00,1.4687326
02.01.2015 12:00:00,1.4750746
02.01.2015 13:00:00,1.5439273
02.01.2015 14:00:00,2.155791
02.01.2015 15:00:00,2.4483745
02.01.2015 16:00:00,2.514868
02.01.2015 17:00:00,1.8126163
02.01.2015 18:00:00,1.1520346
02.01.2015 19:00:00,1.0894257
02.01.2015 20:00:00,0.70504725
02.01.2015 21:00:00,0.594272
02.01.2015 22:00:00,0.6473211
02.01.2015 23:00:00,0.76750135
03.01.2015 00:00:00,0.4274167
03.01.2015 01:00:00,0.38419023
03.01.2015 02:00:00,0.30446795
03.01.2015 03:00:00,0.25418624
03.01.2015 04:00:00,0.37878963
03.01.2015 05:00:00,0.032651693
03.01.2015 06:00:00,-0.36215258
03.01.2015 07:00:00,-0.7786248
03.01.2015 08:00:00,-0.63873714
03.01.2015 09:00:00,-0.95586896
03.01.2015 10:00:00,-0.6919674
03.01.2015 11:00:00,-0.4590393
03.01.2015 12:00:00,-0.20104255
03.01.2015 13:00:00,0.1198816
03.01.2015 14:00:00,0.21255687
03.01.2015 15:00:00,0.011001885
03.01.2015 16:00:00,-0.47948465
03.01.2015 17:00:00,-0.4892638
03.01.2015 18:00:00,-0.53012896
03.01.2015 19:00:00,-0.54218715
03.01.2015 20:00:00,-0.37754115
03.01.2015 21:00:00,-0.13662496
03.01.2015 22:00:00,-0.7912121
03.01.2015 23:00:00,-0.6666901
04.01.2015 00:00:00,-0.3082577
04.01.2015 01:00:00,-0.12000212
04.01.2015 02:00:00,-0.2068282
04.01.2015 03:00:00,0.21768239
04.01.2015 04:00:00,0.22889212
04.01.2015 05:00:00,-0.013676703
04.01.2015 06:00:00,0.11955944
04.01.2015 07:00:00,0.35108426
04.01.2015 08:00:00,0.23792091
04.01.2015 09:00:00,0.24429795
04.01.2015 10:00:00,0.26191655
04.01.2015 11:00:00,0.6816071
04.01.2015 12:00:00,0.89508057
04.01.2015 13:00:00,1.0859048
04.01.2015 14:00:00,1.1720994
04.01.2015 15:00:00,1.2713126
04.01.2015 16:00:00,-0.74402916
04.01.2015 17:00:00,-0.57778984
04.01.2015 18:00:00,-0.2040228
04.01.2015 19:00:00,-0.090593636
04.01.2015 20:00:00,-0.19947419
04.01.2015 21:00:00,-0.4260702
04.01.2015 22:00:00,-0.6227746
04.01.2015 23:00:00,-0.50608104
05.01.2015 00:00:00,-0.44938534
05.01.2015 01:00:00,-0.42210242
05.01.2015 02:00:00,-0.56801826
05.01.2015 03:00:00,-0.6600894
05.01.2015 04:00:00,-0.43363518
05.01.2015 05:00:00,-0.28263545
05.01.2015 06:00:00,-0.42009196
05.01.2015 07:00:00,-0.5716274
05.01.2015 08:00:00,-0.47989735
05.01.2015 09:00:00,-0.8216593
05.01.2015 10:00:00,-1.0367984
05.01.2015 11:00:00,-0.77365005
05.01.2015 12:00:00,-0.26881343
05.01.2015 13:00:00,-0.425694
05.01.2015 14:00:00,-0.6295481
05.01.2015 15:00:00,-0.91493833
05.01.2015 16:00:00,-0.9602077
05.01.2015 17:00:00,-1.1982186
05.01.2015 18:00:00,-1.2889792
05.01.2015 19:00:00,-1.418405
05.01.2015 20:00:00,-1.4924839
05.01.2015 21:00:00,-1.7196393
05.01.2015 22:00:00,-2.1528165
05.01.2015 23:00:00,-2.1886969
06.01.2015 00:00:00,-2.2384932
06.01.2015 01:00:00,-2.4323106
06.01.2015 02:00:00,-2.5679252
06.01.2015 03:00:00,-2.578921
06.01.2015 04:00:00,-2.5982893
06.01.2015 05:00:00,-2.6084757
06.01.2015 06:00:00,-2.6066382
06.01.2015 07:00:00,-2.9675996
06.01.2015 08:00:00,-3.1170857
06.01.2015 09:00:00,-3.7176723
06.01.2015 10:00:00,-3.8491704
06.01.2015 11:00:00,-2.7068884
06.01.2015 12:00:00,-2.3165338
06.01.2015 13:00:00,-1.0965515
06.01.2015 14:00:00,0.80911756
06.01.2015 15:00:00,1.396071
06.01.2015 16:00:00,1.0773623
06.01.2015 17:00:00,0.30112997
06.01.2015 18:00:00,-0.65352273
06.01.2015 19:00:00,-1.3813897
06.01.2015 20:00:00,-1.8992662
06.01.2015 21:00:00,-1.82271
06.01.2015 22:00:00,-1.7008028
06.01.2015 23:00:00,-1.4000225
07.01.2015 00:00:00,-1.5937659
07.01.2015 01:00:00,-1.2939686
07.01.2015 02:00:00,-1.183738
07.01.2015 03:00:00,-1.0223224
07.01.2015 04:00:00,-1.2712373
07.01.2015 05:00:00,-1.493091
07.01.2015 06:00:00,-1.3136826
07.01.2015 07:00:00,-1.2109021
07.01.2015 08:00:00,-1.1872764
07.01.2015 09:00:00,-0.62181497
07.01.2015 10:00:00,-0.4726274
07.01.2015 11:00:00,0.1675683
07.01.2015 12:00:00,0.92629135
07.01.2015 13:00:00,1.9532952
07.01.2015 14:00:00,2.019473
07.01.2015 15:00:00,2.58838
07.01.2015 16:00:00,1.9540381
07.01.2015 17:00:00,1.4079142
07.01.2015 18:00:00,0.262773
07.01.2015 19:00:00,-1.0729735
07.01.2015 20:00:00,-1.5936967
07.01.2015 21:00:00,-1.9981577
07.01.2015 22:00:00,-1.8852012
07.01.2015 23:00:00,-2.5820737
08.01.2015 00:00:00,-2.986908
08.01.2015 01:00:00,-2.6365411
08.01.2015 02:00:00,-1.8812902
08.01.2015 03:00:00,-1.1026468
08.01.2015 04:00:00,-1.0804834
08.01.2015 05:00:00,-0.7426511
08.01.2015 06:00:00,-0.91052675
08.01.2015 07:00:00,-0.51265556
08.01.2015 08:00:00,0.7737255
08.01.2015 09:00:00,0.5841261
08.01.2015 10:00:00,0.79818225
08.01.2015 11:00:00,1.3016194
08.01.2015 12:00:00,1.920486
08.01.2015 13:00:00,3.077997
08.01.2015 14:00:00,4.1158376
08.01.2015 15:00:00,4.3041763
08.01.2015 16:00:00,4.7445183
08.01.2015 17:00:00,5.180272
08.01.2015 18:00:00,5.1833215
08.01.2015 19:00:00,5.7686977
08.01.2015 20:00:00,5.347019
08.01.2015 21:00:00,5.277786
08.01.2015 22:00:00,5.4376187
08.01.2015 23:00:00,4.8130546
09.01.2015 00:00:00,1.7203555
09.01.2015 01:00:00,1.1964566
09.01.2015 02:00:00,1.0460813
09.01.2015 03:00:00,1.1710312
09.01.2015 04:00:00,1.3423579
09.01.2015 05:00:00,1.0789953
09.01.2015 06:00:00,0.3839157
09.01.2015 07:00:00,1.8990674
09.01.2015 08:00:00,2.633476
09.01.2015 09:00:00,2.811485
09.01.2015 10:00:00,3.803386
09.01.2015 11:00:00,4.5750623
09.01.2015 12:00:00,6.336274
09.01.2015 13:00:00,6.9412007
09.01.2015 14:00:00,6.854258
09.01.2015 15:00:00,7.0426383
09.01.2015 16:00:00,7.1551495
09.01.2015 17:00:00,7.281949
09.01.2015 18:00:00,7.878034
09.01.2015 19:00:00,7.9208007
09.01.2015 20:00:00,7.2100754
09.01.2015 21:00:00,6.126117
09.01.2015 22:00:00,5.538446
09.01.2015 23:00:00,4.375501
10.01.2015 00:00:00,4.472437
10.01.2015 01:00:00,5.699165
10.01.2015 02:00:00,6.899099
10.01.2015 03:00:00,9.5474615
10.01.2015 04:00:00,11.56115
10.01.2015 05:00:00,11.94547
10.01.2015 06:00:00,12.379172
10.01.2015 07:00:00,12.014889
10.01.2015 08:00:00,11.803123
10.01.2015 09:00:00,12.695507
10.01.2015 10:00:00,13.155543
10.01.2015 11:00:00,14.039738
10.01.2015 12:00:00,13.404764
10.01.2015 13:00:00,14.129217
10.01.2015 14:00:00,14.497744
10.01.2015 15:00:00,13.246097
10.01.2015 16:00:00,12.573569
10.01.2015 17:00:00,11.755598
10.01.2015 18:00:00,10.824888
10.01.2015 19:00:00,10.80335
10.01.2015 20:00:00,2.3371985
10.01.2015 21:00:00,1.2050841
10.01.2015 22:00:00,1.6140306
10.01.2015 23:00:00,1.0298617
11.01.2015 00:00:00,0.4390112
11.01.2015 01:00:00,-0.7171211
11.01.2015 02:00:00,-0.9262887
11.01.2015 03:00:00,-1.1086222
11.01.2015 04:00:00,-1.2859013
11.01.2015 05:00:00,-1.3120949
11.01.2015 06:00:00,-1.1396859
11.01.2015 07:00:00,-1.207564
11.01.2015 08:00:00,-1.1978103
11.01.2015 09:00:00,-0.89420927
11.01.2015 10:00:00,-0.7517072
11.01.2015 11:00:00,0.030712813
11.01.2015 12:00:00,1.1397512
11.01.2015 13:00:00,1.2162399
11.01.2015 14:00:00,1.4767689
11.01.2015 15:00:00,1.8383553
11.01.2015 16:00:00,1.5180521
11.01.2015 17:00:00,-1.2899793
11.01.2015 18:00:00,-0.64147806
11.01.2015 19:00:00,0.334744
11.01.2015 20:00:00,0.620147
11.01.2015 21:00:00,1.1217922
11.01.2015 22:00:00,1.3593649
11.01.2015 23:00:00,1.6101584
12.01.2015 00:00:00,1.6687348
12.01.2015 01:00:00,1.9123483
12.01.2015 02:00:00,2.0907824
12.01.2015 03:00:00,2.1497426
12.01.2015 04:00:00,2.2861402
12.01.2015 05:00:00,2.3140228
12.01.2015 06:00:00,2.6254065
12.01.2015 07:00:00,2.4325483
12.01.2015 08:00:00,2.3867207
12.01.2015 09:00:00,2.8416252
12.01.2015 10:00:00,2.8846056
12.01.2015 11:00:00,3.2533908
12.01.2015 12:00:00,3.3024197
12.01.2015 13:00:00,3.276125
12.01.2015 14:00:00,3.4516578
12.01.2015 15:00:00,3.6036437
12.01.2015 16:00:00,3.769634
12.01.2015 17:00:00,3.8508236
12.01.2015 18:00:00,3.538914
12.01.2015 19:00:00,3.334238
12.01.2015 20:00:00,3.5240715
12.01.2015 21:00:00,3.5302227
12.01.2015 22:00:00,4.017709
12.01.2015 23:00:00,3.9959524
13.01.2015 00:00:00,3.9897096
13.01.2015 01:00:00,4.377962
13.01.2015 02:00:00,4.6950545
13.01.2015 03:00:00,4.646739
13.01.2015 04:00:00,5.322416
13.01.2015 05:00:00,5.2006736
13.01.2015 06:00:00,4.885159
13.01.2015 07:00:00,4.8464293
13.01.2015 08:00:00,4.392091
13.01.2015 09:00:00,4.3603387
13.01.2015 10:00:00,3.0764868
13.01.2015 11:00:00,4.818524
13.01.2015 12:00:00,7.0228124
13.01.2015 13:00:00,8.430913
13.01.2015 14:00:00,9.07835
13.01.2015 15:00:00,9.678225
13.01.2015 16:00:00,10.048423
13.01.2015 17:00:00,9.667111
13.01.2015 18:00:00,9.39592
13.01.2015 19:00:00,9.410059
