1 	10 	10 	86
1 	10 	10 	87
1 	10 	10 	95
1 	10 	11 	79
1 	10 	11 	88
1 	10 	11 	99
1 	10 	12 	83
1 	10 	12 	86
1 	10 	12 	93
1 	10 	12 	96
1 	10 	13 	88
1 	10 	14 	83
1 	10 	14 	88
1 	10 	14 	96
1 	10 	15 	81
1 	10 	15 	89
1 	10 	15 	90
1 	10 	15 	97
1 	10 	16 	80
1 	10 	16 	83
1 	10 	16 	86
1 	10 	16 	95
1 	10 	16 	97
1 	10 	17 	84
1 	10 	17 	85
1 	10 	17 	87
1 	10 	17 	98
1 	10 	1 	84
1 	10 	18 	83
1 	10 	18 	98
1 	10 	1 	93
1 	10 	19 	99
1 	10 	20 	100
1 	10 	20 	81
1 	10 	20 	91
1 	10 	20 	99
1 	10 	21 	88
1 	10 	22 	100
1 	10 	22 	96
1 	10 	22 	98
1 	10 	23 	100
1 	10 	23 	85
1 	10 	23 	91
1 	10 	24 	82
1 	10 	24 	85
1 	10 	24 	91
1 	10 	24 	98
1 	10 	25 	100
1 	10 	25 	83
1 	10 	25 	84
1 	10 	25 	94
1 	10 	25 	97
1 	10 	25 	99
1 	10 	26 	82
1 	10 	26 	83
1 	10 	26 	86
1 	10 	26 	88
1 	10 	26 	95
1 	10 	26 	96
1 	10 	27 	86
1 	10 	2 	83
1 	10 	28 	83
1 	10 	28 	86
1 	10 	28 	87
1 	10 	28 	91
1 	10 	2 	91
1 	10 	29 	91
1 	10 	30 	87
1 	10 	30 	90
1 	10 	31 	97
1 	10 	3 	84
1 	10 	3 	88
1 	10 	3 	94
1 	10 	3 	97
1 	10 	4 	79
1 	10 	4 	89
1 	10 	4 	89
1 	10 	4 	96
1 	10 	4 	99
1 	10 	5 	86
1 	10 	5 	89
1 	10 	5 	95
1 	10 	6 	78
1 	10 	6 	86
1 	10 	6 	96
1 	10 	7 	100
1 	10 	7 	100
1 	10 	7 	100
1 	10 	7 	78
1 	10 	7 	90
1 	10 	7 	98
1 	10 	8 	83
1 	10 	8 	89
1 	10 	8 	99
1 	10 	9 	99
1 	1 	1 	100
1 	11 	10 	85
1 	11 	10 	90
1 	11 	11 	86
1 	11 	12 	80
1 	11 	12 	81
1 	11 	12 	88
1 	11 	12 	96
1 	11 	12 	99
1 	11 	13 	83
1 	11 	13 	99
1 	11 	14 	82
1 	11 	14 	84
1 	11 	14 	88
1 	11 	14 	93
1 	11 	14 	95
1 	11 	15 	89
1 	11 	16 	82
1 	11 	16 	86
1 	11 	16 	97
1 	11 	17 	81
1 	11 	17 	83
1 	11 	17 	92
1 	11 	17 	94
1 	11 	1 	81
1 	1 	11 	88
1 	11 	18 	83
1 	1 	11 	89
1 	11 	18 	96
1 	11 	18 	97
1 	11 	1 	90
1 	1 	11 	94
1 	1 	11 	94
1 	1 	11 	95
1 	11 	1 	98
1 	11 	19 	91
1 	11 	19 	91
1 	11 	19 	91
1 	11 	19 	99
1 	11 	20 	92
1 	11 	20 	99
1 	11 	21 	85
1 	11 	21 	89
1 	11 	21 	99
1 	11 	22 	82
1 	11 	23 	82
1 	11 	23 	85
1 	11 	23 	90
